time,open,high,low,close,volume
2026-02-09 00:45:00,1.1828,1.18308,1.18273,1.18303,525
2026-02-09 01:00:00,1.18304,1.1832,1.1826699999999999,1.18274,493
2026-02-09 01:15:00,1.18274,1.18304,1.18244,1.18265,452
2026-02-09 01:30:00,1.18265,1.18333,1.18255,1.18297,680
2026-02-09 01:45:00,1.18296,1.183,1.18247,1.18255,474
2026-02-09 02:00:00,1.18253,1.18254,1.18158,1.18197,515
2026-02-09 02:15:00,1.18197,1.18221,1.18187,1.18213,306
2026-02-09 02:30:00,1.18214,1.18253,1.18189,1.18204,439
2026-02-09 02:45:00,1.1820599999999999,1.18215,1.18186,1.18194,294
2026-02-09 03:00:00,1.18194,1.18222,1.18193,1.182,235
2026-02-09 03:15:00,1.182,1.18234,1.18191,1.18227,282
2026-02-09 03:30:00,1.18227,1.18231,1.182,1.18224,280
2026-02-09 03:45:00,1.18224,1.18246,1.18179,1.18185,330
2026-02-09 04:00:00,1.18187,1.18226,1.18185,1.18216,241
2026-02-09 04:15:00,1.18216,1.18252,1.18213,1.1823299999999999,223
2026-02-09 04:30:00,1.1823299999999999,1.18245,1.18219,1.18229,192
2026-02-09 04:45:00,1.18229,1.18264,1.18228,1.18261,172
2026-02-09 05:00:00,1.18263,1.18313,1.18254,1.18304,271
2026-02-09 05:15:00,1.18304,1.18327,1.183,1.18327,210
2026-02-09 05:30:00,1.18327,1.1836,1.18327,1.18352,240
2026-02-09 05:45:00,1.18352,1.18353,1.18326,1.1833,227
2026-02-09 06:00:00,1.1832799999999999,1.18535,1.18327,1.18399,1759
2026-02-09 06:15:00,1.18399,1.18478,1.18371,1.18475,618
2026-02-09 06:30:00,1.18473,1.18547,1.18458,1.1853799999999999,682
2026-02-09 06:45:00,1.1853799999999999,1.18573,1.1851099999999999,1.18514,795
2026-02-09 07:00:00,1.18514,1.18553,1.18486,1.1853,812
2026-02-09 07:15:00,1.1853,1.18553,1.18484,1.18503,689
2026-02-09 07:30:00,1.18503,1.18595,1.18497,1.18593,803
2026-02-09 07:45:00,1.18592,1.18595,1.18466,1.18553,674
2026-02-09 08:00:00,1.18554,1.18618,1.1854,1.18575,891
2026-02-09 08:15:00,1.18574,1.18642,1.18518,1.18519,784
2026-02-09 08:30:00,1.1852,1.18602,1.18512,1.18583,718
2026-02-09 08:45:00,1.18583,1.18647,1.18581,1.18638,621
2026-02-09 09:00:00,1.18638,1.1869399999999999,1.1863,1.1864,693
2026-02-09 09:15:00,1.18641,1.18695,1.18624,1.1868,519
2026-02-09 09:30:00,1.1868,1.18691,1.18638,1.18669,477
2026-02-09 09:45:00,1.18669,1.18672,1.18597,1.18618,530
2026-02-09 10:00:00,1.18617,1.18692,1.18598,1.1865700000000001,629
2026-02-09 10:15:00,1.1865700000000001,1.1868400000000001,1.18614,1.18619,583
2026-02-09 10:30:00,1.18618,1.1862300000000001,1.18549,1.18571,678
2026-02-09 10:45:00,1.18571,1.18652,1.18565,1.18594,756
2026-02-09 11:00:00,1.18593,1.18639,1.18552,1.18619,893
2026-02-09 11:15:00,1.1862,1.18639,1.18597,1.18632,480
2026-02-09 11:30:00,1.18632,1.18693,1.18627,1.18685,616
2026-02-09 11:45:00,1.18688,1.1871800000000001,1.18651,1.18691,629
2026-02-09 12:00:00,1.1869,1.18746,1.1869,1.1874,575
2026-02-09 12:15:00,1.1874,1.18771,1.18733,1.18744,466
2026-02-09 12:30:00,1.18746,1.18771,1.18726,1.18767,416
2026-02-09 12:45:00,1.18767,1.18826,1.18764,1.18811,642
2026-02-09 13:00:00,1.18811,1.18911,1.18811,1.1891,920
2026-02-09 13:15:00,1.18911,1.19024,1.18891,1.18959,1248
2026-02-09 13:30:00,1.18957,1.1902,1.18924,1.18929,1131
2026-02-09 13:45:00,1.18927,1.19053,1.18916,1.19032,950
2026-02-09 14:00:00,1.19032,1.19126,1.1902300000000001,1.19108,1325
2026-02-09 14:15:00,1.1911,1.19176,1.19076,1.19157,1246
2026-02-09 14:30:00,1.1916,1.19164,1.19068,1.19133,1070
2026-02-09 14:45:00,1.19133,1.1918199999999999,1.19056,1.1918199999999999,829
2026-02-09 15:00:00,1.1918199999999999,1.19263,1.19106,1.1911100000000001,1289
2026-02-09 15:15:00,1.1911,1.19122,1.1903,1.19096,944
2026-02-09 15:30:00,1.19096,1.19151,1.19061,1.19079,992
2026-02-09 15:45:00,1.19078,1.1915,1.19068,1.19117,921
2026-02-09 16:00:00,1.19117,1.19174,1.19053,1.19085,851
2026-02-09 16:15:00,1.19085,1.19093,1.18963,1.1897199999999999,711
2026-02-09 16:30:00,1.18971,1.19028,1.18927,1.18987,707
2026-02-09 16:45:00,1.18988,1.19,1.18939,1.1897,501
2026-02-09 17:00:00,1.1897,1.19036,1.1897,1.19027,596
2026-02-09 17:15:00,1.19027,1.19049,1.18977,1.18998,508
2026-02-09 17:30:00,1.19001,1.19076,1.18994,1.19074,400
2026-02-09 17:45:00,1.19075,1.19105,1.19069,1.1908,413
2026-02-09 18:00:00,1.1908,1.19138,1.19078,1.19122,451
2026-02-09 18:15:00,1.19124,1.19136,1.19029,1.19114,777
2026-02-09 18:30:00,1.19116,1.19132,1.19102,1.19126,403
2026-02-09 18:45:00,1.19126,1.19169,1.1911,1.1915499999999999,390
2026-02-09 19:00:00,1.19157,1.19164,1.1912099999999999,1.1915499999999999,423
2026-02-09 19:15:00,1.1915499999999999,1.19175,1.19139,1.19167,316
2026-02-09 19:30:00,1.19168,1.19218,1.19166,1.19203,401
2026-02-09 19:45:00,1.19203,1.19217,1.1917200000000001,1.19198,405
2026-02-09 20:00:00,1.19197,1.19209,1.1917200000000001,1.1918,293
2026-02-09 20:15:00,1.1918,1.19189,1.19146,1.19162,327
2026-02-09 20:30:00,1.19164,1.19188,1.1916,1.19186,289
2026-02-09 20:45:00,1.19184,1.19189,1.19137,1.1914500000000001,374
2026-02-09 21:00:00,1.19147,1.1915,1.19116,1.19116,269
2026-02-09 21:15:00,1.19116,1.19136,1.19106,1.19116,208
2026-02-09 21:30:00,1.19116,1.19139,1.19103,1.19138,184
2026-02-09 21:45:00,1.19138,1.19154,1.19119,1.19137,298
2026-02-09 22:00:00,1.19148,1.19151,1.19079,1.1909,126
2026-02-09 22:15:00,1.19092,1.19127,1.19091,1.19099,198
2026-02-09 22:30:00,1.191,1.1911,1.19095,1.19097,100
2026-02-09 22:45:00,1.19098,1.19128,1.1909399999999999,1.19127,115
2026-02-09 23:00:00,1.19131,1.19144,1.19103,1.19103,232
2026-02-09 23:15:00,1.19103,1.19107,1.19053,1.19058,247
2026-02-09 23:30:00,1.19058,1.19063,1.19041,1.19055,223
2026-02-09 23:45:00,1.19055,1.19056,1.19013,1.19034,217
